ticket_id,customer_id,order_id,ticket_created_at,first_response_at,resolved_at,ticket_channel,ticket_category,ticket_subcategory,priority,ticket_status,assigned_agent_id,csat_score,resolution_type,refund_requested_flag,refund_approved_flag,sla_breached_flag,escalated_flag,issue_summary
TCK000000567,CUST0003169,ORD000009424,2025-10-27 08:20:59,2025-10-27 19:46:59,2025-10-29 13:46:59,email,Product Quality,defective product,medium,closed,AGT023,3.0,technical fix deployed,True,False,True,True,Product Quality - defective product
TCK000002433,CUST0003334,ORD000009915,2025-10-27 11:47:35,2025-10-27 22:33:35,2025-10-30 20:33:35,email,Technical,website performance,low,resolved,AGT047,5.0,account reset,False,False,False,False,Technical - website performance
TCK000002397,CUST0002763,ORD000008209,2025-10-27 13:28:53,2025-10-27 23:18:53,2025-10-28 20:18:53,email,Delivery,tracking issue,low,closed,AGT034,3.0,information provided,False,False,False,True,Delivery - tracking issue
TCK000001808,CUST0004703,ORD000014107,2025-10-28 02:21:33,2025-10-28 08:44:33,2025-10-28 20:44:33,email,Technical,mobile app issue,medium,resolved,AGT043,5.0,replacement sent,False,False,False,False,Technical - mobile app issue
TCK000001434,CUST0005292,ORD000015873,2025-10-28 09:03:23,2025-10-28 09:43:23,2025-10-29 02:43:23,phone,Delivery,damaged parcel,high,resolved,AGT027,5.0,coupon granted,False,False,False,False,Delivery - damaged parcel
TCK000001336,CUST0001785,ORD000005263,2025-10-28 17:36:28,2025-10-29 03:48:28,2025-10-31 19:48:28,web_form,Refund & Return,wrong item returned,medium,resolved,AGT060,4.0,information provided,False,False,True,False,Refund & Return - wrong item returned
TCK000002066,CUST0002037,ORD000006053,2025-10-28 20:00:03,2025-10-29 07:28:03,2025-10-29 16:28:03,email,Payment,duplicate charge,medium,closed,AGT018,4.0,account reset,False,False,True,False,Payment - duplicate charge
TCK000002363,CUST0000173,ORD000000560,2025-10-28 21:39:17,2025-10-29 09:40:17,2025-10-31 11:40:17,phone,Payment,refund not received,low,closed,AGT017,5.0,partial refund,True,False,False,False,Payment - refund not received
TCK000002184,CUST0003778,ORD000011373,2025-10-29 03:54:17,2025-10-29 05:49:17,2025-10-30 14:49:17,web_form,Refund & Return,exchange request,low,resolved,AGT014,5.0,coupon granted,True,True,False,False,Refund & Return - exchange request
TCK000002255,CUST0002532,ORD000007562,2025-10-29 14:25:22,2025-10-30 13:53:22,2025-11-02 05:53:22,chat,Payment,payment confirmation,low,resolved,AGT027,3.0,refund issued,True,False,False,False,Payment - payment confirmation
TCK000001064,CUST0004547,ORD000013602,2025-10-29 18:56:40,2025-10-30 06:16:40,2025-10-31 23:16:40,email,Payment,card declined,medium,resolved,AGT060,2.0,no action required,False,False,True,True,Payment - card declined
TCK000001936,CUST0004739,ORD000014182,2025-10-29 20:08:33,2025-10-29 21:23:33,2025-10-31 02:23:33,phone,Delivery,missing package,high,resolved,AGT002,3.0,account reset,False,False,False,False,Delivery - missing package
TCK000001133,CUST0004180,ORD000012506,2025-10-29 22:54:40,2025-10-30 04:15:40,2025-11-01 14:15:40,email,Payment,duplicate charge,medium,resolved,AGT046,3.0,refund issued,False,False,False,False,Payment - duplicate charge
TCK000001264,CUST0003571,ORD000010728,2025-10-30 03:08:34,2025-10-30 04:43:34,2025-10-30 13:43:34,email,Refund & Return,refund delay,high,resolved,AGT009,4.0,coupon granted,True,True,False,False,Refund & Return - refund delay
TCK000000784,CUST0004593,ORD000013752,2025-10-30 18:22:36,2025-10-30 18:44:36,2025-10-31 02:44:36,chat,Delivery,late delivery,high,resolved,AGT011,5.0,technical fix deployed,False,False,False,False,Delivery - late delivery
TCK000000246,CUST0001863,ORD000005480,2025-10-31 06:43:41,2025-10-31 09:03:41,2025-11-01 03:03:41,chat,Account,marketing preferences,high,closed,AGT037,5.0,account reset,False,False,True,False,Account - marketing preferences
TCK000001766,CUST0004387,ORD000013154,2025-10-31 13:00:03,2025-10-31 13:14:03,2025-10-31 16:14:03,email,Product Quality,size issue,urgent,closed,AGT056,5.0,information provided,False,False,False,False,Product Quality - size issue
TCK000001373,CUST0000506,ORD000001553,2025-10-31 13:50:43,2025-10-31 20:58:43,2025-11-01 19:58:43,chat,Refund & Return,refund delay,medium,resolved,AGT023,3.0,partial refund,True,True,False,False,Refund & Return - refund delay
TCK000002223,CUST0003797,ORD000011421,2025-11-01 04:48:02,2025-11-01 14:37:02,2025-11-04 02:37:02,chat,Promotion,gift card issue,medium,resolved,AGT011,4.0,account reset,False,False,True,False,Promotion - gift card issue
TCK000000329,CUST0004481,ORD000013413,2025-11-01 06:43:31,2025-11-01 16:02:31,2025-11-02 00:02:31,chat,Delivery,late delivery,medium,closed,AGT056,3.0,technical fix deployed,False,False,True,True,Delivery - late delivery
TCK000001506,CUST0002371,ORD000007109,2025-11-01 08:45:11,2025-11-01 15:54:11,2025-11-02 20:54:11,email,Promotion,coupon not working,medium,closed,AGT004,4.0,technical fix deployed,False,False,False,False,Promotion - coupon not working
TCK000001092,CUST0005133,ORD000015395,2025-11-01 12:09:06,2025-11-01 19:36:06,2025-11-04 02:36:06,web_form,Refund & Return,wrong item returned,medium,closed,AGT047,4.0,technical fix deployed,True,True,False,False,Refund & Return - wrong item returned
TCK000001528,CUST0003167,ORD000009418,2025-11-01 22:45:42,2025-11-01 23:34:42,2025-11-02 15:34:42,email,Payment,payment confirmation,high,resolved,AGT040,5.0,replacement sent,True,False,False,False,Payment - payment confirmation
TCK000001950,CUST0001372,ORD000004083,2025-11-02 05:56:29,2025-11-02 12:45:29,2025-11-04 02:45:29,email,Technical,mobile app issue,medium,closed,AGT042,4.0,coupon granted,False,False,False,False,Technical - mobile app issue
TCK000002150,CUST0001537,ORD000004495,2025-11-02 16:18:48,2025-11-02 22:31:48,2025-11-07 12:31:48,social,Product Quality,size issue,low,resolved,AGT060,4.0,information provided,True,True,False,False,Product Quality - size issue
TCK000001905,CUST0005308,ORD000015927,2025-11-03 09:06:23,2025-11-03 12:59:23,2025-11-04 04:59:23,email,Payment,card declined,medium,resolved,AGT028,4.0,partial refund,True,False,False,False,Payment - card declined
TCK000001784,CUST0000450,ORD000001382,2025-11-03 14:02:07,2025-11-03 16:51:07,2025-11-07 09:51:07,chat,Product Quality,size issue,low,closed,AGT051,4.0,information provided,True,True,False,False,Product Quality - size issue
TCK000000148,CUST0002243,ORD000006741,2025-11-03 21:04:37,2025-11-03 21:34:37,2025-11-05 04:34:37,web_form,Promotion,cashback question,high,resolved,AGT037,4.0,coupon granted,False,False,False,False,Promotion - cashback question
TCK000000940,CUST0003578,ORD000010740,2025-11-04 04:59:12,2025-11-04 23:59:12,2025-11-06 15:59:12,email,Refund & Return,exchange request,low,closed,AGT022,1.0,refund issued,False,False,False,True,Refund & Return - exchange request
TCK000001188,CUST0000733,ORD000002214,2025-11-04 10:09:19,2025-11-05 01:26:19,2025-11-07 06:26:19,phone,Promotion,gift card issue,low,resolved,AGT041,4.0,no action required,False,False,False,False,Promotion - gift card issue
TCK000001896,CUST0001589,ORD000004655,2025-11-04 15:21:15,2025-11-04 19:01:15,2025-11-07 17:01:15,email,Refund & Return,return label,medium,resolved,AGT041,3.0,refund issued,True,True,False,False,Refund & Return - return label
TCK000002134,CUST0000534,ORD000001641,2025-11-04 15:52:18,2025-11-04 18:01:18,2025-11-04 23:01:18,web_form,Technical,mobile app issue,high,closed,AGT035,2.0,technical fix deployed,False,False,True,False,Technical - mobile app issue
TCK000001899,CUST0005366,ORD000016107,2025-11-04 19:29:39,2025-11-05 04:57:39,2025-11-06 15:57:39,chat,Refund & Return,wrong item returned,medium,resolved,AGT051,3.0,information provided,True,True,True,False,Refund & Return - wrong item returned
TCK000002081,CUST0000098,ORD000000353,2025-11-05 07:12:19,2025-11-05 09:56:19,2025-11-06 11:56:19,email,Refund & Return,wrong item returned,high,resolved,AGT039,3.0,information provided,True,True,True,False,Refund & Return - wrong item returned
TCK000001977,CUST0001161,ORD000003494,2025-11-06 00:20:29,2025-11-06 08:46:29,2025-11-08 09:46:29,email,Product Quality,defective product,medium,closed,AGT043,4.0,coupon granted,True,False,True,False,Product Quality - defective product
TCK000001080,CUST0004481,ORD000013416,2025-11-06 12:55:45,2025-11-06 22:32:45,2025-11-07 10:32:45,web_form,Refund & Return,refund delay,medium,resolved,AGT042,3.0,information provided,True,True,True,True,Refund & Return - refund delay
TCK000000318,CUST0001402,ORD000004150,2025-11-06 16:09:59,2025-11-07 13:14:59,2025-11-09 23:14:59,email,Product Quality,size issue,low,resolved,AGT006,4.0,partial refund,False,False,False,False,Product Quality - size issue
TCK000002377,CUST0002504,ORD000007510,2025-11-06 21:39:08,2025-11-07 03:30:08,2025-11-11 01:30:08,email,Product Quality,missing accessory,low,resolved,AGT052,5.0,coupon granted,False,False,False,False,Product Quality - missing accessory
TCK000000635,CUST0003245,ORD000009665,2025-11-06 22:45:25,2025-11-07 09:27:25,2025-11-08 04:27:25,chat,Delivery,late delivery,medium,resolved,AGT031,4.0,coupon granted,False,False,True,False,Delivery - late delivery
TCK000002210,CUST0004411,ORD000013227,2025-11-07 08:38:22,2025-11-07 11:16:22,2025-11-08 19:16:22,email,Payment,duplicate charge,medium,resolved,AGT016,3.0,refund issued,False,False,False,False,Payment - duplicate charge
TCK000001737,CUST0002550,ORD000007606,2025-11-07 08:44:34,2025-11-07 15:14:34,2025-11-09 18:14:34,email,Delivery,late delivery,medium,closed,AGT046,3.0,information provided,False,False,False,False,Delivery - late delivery
TCK000001077,CUST0003457,ORD000010363,2025-11-08 05:08:51,2025-11-08 05:44:51,2025-11-08 19:44:51,phone,Refund & Return,refund delay,urgent,resolved,AGT036,5.0,refund issued,True,False,True,False,Refund & Return - refund delay
TCK000000186,CUST0001734,ORD000005077,2025-11-08 06:06:00,2025-11-08 06:38:00,2025-11-09 10:38:00,chat,Refund & Return,exchange request,high,resolved,AGT050,5.0,account reset,True,True,False,False,Refund & Return - exchange request
TCK000001638,CUST0002686,ORD000008027,2025-11-08 10:20:38,2025-11-08 13:54:38,2025-11-09 11:54:38,web_form,Delivery,tracking issue,medium,resolved,AGT047,4.0,coupon granted,False,False,False,False,Delivery - tracking issue
TCK000000556,CUST0001293,ORD000003838,2025-11-09 08:01:31,2025-11-09 11:52:31,2025-11-13 06:52:31,email,Delivery,late delivery,low,resolved,AGT014,4.0,no action required,False,False,False,False,Delivery - late delivery
TCK000001406,CUST0003347,ORD000009954,2025-11-09 17:39:33,2025-11-09 19:42:33,2025-11-10 12:42:33,chat,Payment,refund not received,high,resolved,AGT012,2.0,information provided,True,False,True,True,Payment - refund not received
TCK000001593,CUST0004760,ORD000014239,2025-11-09 20:42:59,2025-11-10 05:20:59,2025-11-12 21:20:59,chat,Product Quality,missing accessory,medium,resolved,AGT008,2.0,information provided,True,True,True,False,Product Quality - missing accessory
TCK000000748,CUST0000118,ORD000000415,2025-11-11 07:27:10,2025-11-11 08:31:10,2025-11-12 15:31:10,phone,Payment,card declined,high,resolved,AGT012,5.0,technical fix deployed,True,False,False,True,Payment - card declined
TCK000000013,CUST0002329,ORD000006984,2025-11-11 13:38:45,2025-11-12 13:04:45,2025-11-17 07:04:45,phone,Product Quality,wrong item,low,resolved,AGT053,4.0,technical fix deployed,True,False,False,False,Product Quality - wrong item
TCK000000830,CUST0003001,ORD000008903,2025-11-11 22:22:17,2025-11-12 02:59:17,2025-11-12 12:59:17,web_form,Refund & Return,return label,medium,closed,AGT019,4.0,refund issued,True,True,False,False,Refund & Return - return label
TCK000002149,CUST0003089,ORD000009156,2025-11-12 04:26:15,2025-11-12 12:53:15,2025-11-15 00:53:15,email,Refund & Return,exchange request,medium,resolved,AGT014,5.0,technical fix deployed,False,False,True,False,Refund & Return - exchange request
TCK000000279,CUST0003660,ORD000010969,2025-11-12 09:09:01,2025-11-12 10:59:01,2025-11-13 11:59:01,web_form,Payment,card declined,high,resolved,AGT004,3.0,replacement sent,True,False,False,False,Payment - card declined
TCK000002177,CUST0002797,ORD000008341,2025-11-12 11:41:26,2025-11-12 12:35:26,2025-11-13 17:35:26,chat,Payment,card declined,high,resolved,AGT007,3.0,information provided,True,False,False,False,Payment - card declined
TCK000000058,CUST0004400,ORD000013199,2025-11-12 23:25:04,2025-11-13 05:21:04,2025-11-14 14:21:04,email,Refund & Return,exchange request,medium,resolved,AGT035,3.0,partial refund,False,False,False,False,Refund & Return - exchange request
TCK000000728,CUST0001824,ORD000005377,2025-11-13 00:01:51,2025-11-13 02:44:51,2025-11-13 10:44:51,email,Refund & Return,wrong item returned,high,resolved,AGT050,4.0,no action required,False,False,True,False,Refund & Return - wrong item returned
TCK000002231,CUST0003175,ORD000009445,2025-11-13 03:57:30,2025-11-13 07:13:30,2025-11-16 06:13:30,chat,Delivery,late delivery,medium,resolved,AGT026,4.0,no action required,False,False,False,False,Delivery - late delivery
TCK000001368,CUST0000390,ORD000001213,2025-11-13 04:42:55,2025-11-13 08:41:55,2025-11-14 20:41:55,email,Account,password reset,high,resolved,AGT050,2.0,information provided,False,False,True,False,Account - password reset
TCK000000035,CUST0001520,ORD000004448,2025-11-13 04:44:02,2025-11-13 07:50:02,2025-11-17 23:50:02,web_form,Payment,card declined,low,closed,AGT006,5.0,coupon granted,False,False,False,False,Payment - card declined
TCK000000408,CUST0003676,ORD000011010,2025-11-13 16:42:41,2025-11-13 22:47:41,2025-11-14 03:47:41,email,Product Quality,missing accessory,medium,resolved,AGT040,5.0,replacement sent,False,False,False,False,Product Quality - missing accessory
TCK000001380,CUST0004534,ORD000013561,2025-11-13 17:27:19,2025-11-14 05:09:19,2025-11-15 03:09:19,email,Product Quality,defective product,medium,resolved,AGT007,3.0,partial refund,True,False,True,False,Product Quality - defective product
TCK000001592,CUST0004240,ORD000012691,2025-11-13 23:19:46,2025-11-14 04:23:46,2025-11-14 23:23:46,chat,Account,password reset,medium,resolved,AGT053,3.0,no action required,False,False,False,False,Account - password reset
TCK000002333,CUST0004862,ORD000014513,2025-11-14 00:44:16,2025-11-14 10:21:16,2025-11-14 21:21:16,email,Promotion,gift card issue,medium,resolved,AGT055,3.0,replacement sent,False,False,True,False,Promotion - gift card issue
TCK000001097,CUST0004481,ORD000013415,2025-11-14 08:10:44,2025-11-14 13:00:44,2025-11-14 17:00:44,social,Product Quality,size issue,medium,closed,AGT025,5.0,partial refund,True,True,False,False,Product Quality - size issue
TCK000002226,CUST0005145,ORD000015425,2025-11-14 11:14:04,2025-11-14 12:34:04,2025-11-15 18:34:04,email,Delivery,damaged parcel,high,resolved,AGT059,3.0,no action required,False,False,False,False,Delivery - damaged parcel
TCK000000906,CUST0000851,ORD000002517,2025-11-14 16:38:11,2025-11-15 03:13:11,2025-11-16 12:13:11,email,Account,loyalty points,medium,resolved,AGT055,2.0,refund issued,False,False,True,False,Account - loyalty points
TCK000001107,CUST0005159,ORD000015496,2025-11-14 18:20:43,2025-11-14 19:54:43,2025-11-17 09:54:43,phone,Delivery,damaged parcel,medium,resolved,AGT023,5.0,technical fix deployed,False,False,False,False,Delivery - damaged parcel
TCK000000886,CUST0004386,ORD000013149,2025-11-15 09:06:42,2025-11-15 10:46:42,2025-11-16 12:46:42,chat,Product Quality,size issue,high,resolved,AGT059,4.0,no action required,False,False,False,False,Product Quality - size issue
TCK000001462,CUST0002470,ORD000007397,2025-11-15 09:41:49,2025-11-15 19:35:49,2025-11-17 12:35:49,chat,Payment,payment confirmation,medium,closed,AGT032,3.0,technical fix deployed,True,False,True,False,Payment - payment confirmation
TCK000002374,CUST0001299,ORD000003855,2025-11-15 10:35:05,2025-11-15 11:40:05,2025-11-16 07:40:05,chat,Payment,card declined,medium,resolved,AGT056,4.0,partial refund,True,False,False,False,Payment - card declined
TCK000002242,CUST0003940,ORD000011870,2025-11-15 12:59:40,2025-11-15 14:41:40,2025-11-18 14:41:40,email,Delivery,tracking issue,medium,resolved,AGT023,3.0,refund issued,False,False,False,False,Delivery - tracking issue
TCK000001039,CUST0005266,ORD000015811,2025-11-15 13:16:29,2025-11-15 17:28:29,2025-11-16 21:28:29,phone,Delivery,late delivery,medium,resolved,AGT045,4.0,refund issued,False,False,False,False,Delivery - late delivery
TCK000000364,CUST0003760,ORD000011316,2025-11-16 07:13:37,2025-11-16 07:40:37,2025-11-17 10:40:37,chat,Account,address update,high,closed,AGT006,4.0,replacement sent,False,False,False,False,Account - address update
TCK000001993,CUST0002671,ORD000007968,2025-11-17 02:01:37,2025-11-17 21:27:37,2025-11-18 16:27:37,web_form,Refund & Return,refund delay,low,resolved,AGT019,4.0,account reset,True,True,False,False,Refund & Return - refund delay
TCK000000775,CUST0002621,ORD000007811,2025-11-17 11:11:05,2025-11-17 13:36:05,2025-11-18 06:36:05,email,Refund & Return,return label,high,resolved,AGT002,3.0,information provided,False,False,True,False,Refund & Return - return label
TCK000002375,CUST0004381,ORD000013126,2025-11-17 13:25:01,2025-11-17 20:24:01,2025-11-20 19:24:01,email,Payment,duplicate charge,medium,resolved,AGT025,4.0,refund issued,False,False,False,False,Payment - duplicate charge
TCK000001101,CUST0000484,ORD000001486,2025-11-18 03:39:46,2025-11-18 14:05:46,2025-11-19 10:05:46,chat,Delivery,tracking issue,low,resolved,AGT059,4.0,coupon granted,False,False,False,False,Delivery - tracking issue
TCK000000199,CUST0001798,ORD000005307,2025-11-18 06:54:27,2025-11-18 10:08:27,2025-11-20 14:08:27,chat,Refund & Return,wrong item returned,medium,closed,AGT056,5.0,refund issued,True,True,False,False,Refund & Return - wrong item returned
TCK000000204,CUST0002554,ORD000007615,2025-11-18 17:25:12,2025-11-19 03:40:12,2025-11-19 17:40:12,email,Product Quality,wrong item,medium,resolved,AGT055,4.0,no action required,True,False,True,False,Product Quality - wrong item
TCK000001510,CUST0000944,ORD000002844,2025-11-19 08:12:53,2025-11-19 14:51:53,2025-11-22 08:51:53,chat,Delivery,late delivery,medium,resolved,AGT017,4.0,account reset,False,False,False,False,Delivery - late delivery
TCK000000345,CUST0005054,ORD000015119,2025-11-19 11:21:18,2025-11-19 15:12:18,2025-11-20 06:12:18,web_form,Promotion,coupon not working,high,resolved,AGT049,3.0,information provided,False,False,True,True,Promotion - coupon not working
TCK000001878,CUST0003078,ORD000009123,2025-11-19 12:46:20,2025-11-19 22:52:20,2025-11-23 22:52:20,web_form,Delivery,missing package,low,resolved,AGT018,5.0,partial refund,False,False,False,False,Delivery - missing package
TCK000002018,CUST0002258,ORD000006781,2025-11-19 15:08:49,2025-11-19 17:42:49,2025-11-21 09:42:49,chat,Payment,duplicate charge,medium,closed,AGT050,5.0,partial refund,True,True,False,False,Payment - duplicate charge
TCK000002197,CUST0003672,ORD000010999,2025-11-19 16:14:13,2025-11-20 08:00:13,2025-11-22 05:00:13,email,Promotion,cashback question,low,resolved,AGT036,4.0,partial refund,False,False,False,False,Promotion - cashback question
TCK000000437,CUST0005253,ORD000015781,2025-11-20 14:47:36,2025-11-20 23:13:36,2025-11-25 17:13:36,email,Payment,refund not received,low,resolved,AGT011,4.0,account reset,True,False,False,False,Payment - refund not received
TCK000001213,CUST0004390,ORD000013168,2025-11-20 16:57:30,2025-11-21 10:45:30,2025-11-26 00:45:30,email,Product Quality,size issue,low,closed,AGT011,4.0,refund issued,False,False,False,False,Product Quality - size issue
TCK000000177,CUST0001412,ORD000004190,2025-11-20 18:54:29,2025-11-20 19:37:29,2025-11-22 18:37:29,phone,Promotion,cashback question,medium,closed,AGT032,4.0,account reset,False,False,False,False,Promotion - cashback question
TCK000000006,CUST0003893,ORD000011754,2025-11-20 19:44:16,2025-11-20 22:18:16,2025-11-21 12:18:16,web_form,Account,marketing preferences,high,resolved,AGT047,3.0,no action required,False,False,True,True,Account - marketing preferences
TCK000001290,CUST0003370,ORD000010025,2025-11-21 00:46:07,2025-11-21 03:52:07,2025-11-22 04:52:07,email,Product Quality,defective product,high,resolved,AGT048,4.0,account reset,True,True,True,False,Product Quality - defective product
TCK000000574,CUST0003861,ORD000011630,2025-11-21 02:41:46,2025-11-21 05:28:46,2025-11-22 18:28:46,phone,Delivery,late delivery,medium,closed,AGT023,4.0,account reset,False,False,False,False,Delivery - late delivery
TCK000002075,CUST0004169,ORD000012474,2025-11-21 04:11:08,2025-11-21 15:53:08,2025-11-22 16:53:08,phone,Account,loyalty points,medium,resolved,AGT009,4.0,account reset,False,False,True,False,Account - loyalty points
TCK000001219,CUST0004098,ORD000012284,2025-11-21 04:34:58,2025-11-21 08:17:58,2025-11-21 23:17:58,email,Payment,refund not received,high,closed,AGT042,3.0,no action required,False,False,True,True,Payment - refund not received
TCK000001126,CUST0002765,ORD000008224,2025-11-21 13:11:24,2025-11-21 21:32:24,2025-11-22 01:32:24,chat,Payment,payment confirmation,medium,resolved,AGT058,4.0,partial refund,True,True,True,False,Payment - payment confirmation
TCK000001285,CUST0001926,ORD000005649,2025-11-21 21:02:00,2025-11-22 00:19:00,2025-11-23 02:19:00,email,Refund & Return,exchange request,medium,resolved,AGT007,4.0,information provided,True,False,False,False,Refund & Return - exchange request
TCK000001471,CUST0003111,ORD000009242,2025-11-22 09:45:56,2025-11-22 15:46:56,2025-11-24 12:46:56,chat,Promotion,cashback question,medium,closed,AGT040,4.0,replacement sent,False,False,False,False,Promotion - cashback question
TCK000001495,CUST0002760,ORD000008208,2025-11-22 19:04:49,2025-11-23 03:23:49,2025-11-25 17:23:49,email,Delivery,late delivery,medium,resolved,AGT045,3.0,information provided,False,False,True,False,Delivery - late delivery
TCK000001401,CUST0004912,ORD000014667,2025-11-22 21:33:00,2025-11-23 06:25:00,2025-11-23 22:25:00,chat,Product Quality,missing accessory,medium,closed,AGT055,4.0,replacement sent,True,False,True,False,Product Quality - missing accessory
TCK000000564,CUST0003026,ORD000008995,2025-11-23 05:38:11,2025-11-23 12:50:11,2025-11-26 10:50:11,email,Account,address update,medium,resolved,AGT009,3.0,account reset,False,False,False,False,Account - address update
TCK000001852,CUST0000601,ORD000001847,2025-11-23 11:16:28,2025-11-23 19:31:28,2025-11-25 10:31:28,email,Product Quality,missing accessory,medium,resolved,AGT001,2.0,no action required,True,True,True,False,Product Quality - missing accessory
TCK000000228,CUST0004141,ORD000012394,2025-11-23 17:18:10,2025-11-24 02:04:10,2025-11-25 04:04:10,phone,Payment,duplicate charge,medium,closed,AGT043,2.0,refund issued,False,False,True,False,Payment - duplicate charge
TCK000001685,CUST0000029,ORD000000113,2025-11-23 20:36:39,2025-11-23 21:27:39,2025-11-24 16:27:39,web_form,Product Quality,size issue,high,resolved,AGT010,4.0,technical fix deployed,True,True,False,True,Product Quality - size issue
TCK000001984,CUST0002177,ORD000006549,2025-11-24 04:16:46,2025-11-24 07:04:46,2025-11-24 19:04:46,chat,Technical,login issue,high,resolved,AGT024,3.0,technical fix deployed,False,False,True,False,Technical - login issue
TCK000000546,CUST0002743,ORD000008158,2025-11-24 06:03:59,2025-11-24 06:45:59,2025-11-25 08:45:59,phone,Product Quality,size issue,high,resolved,AGT032,5.0,refund issued,False,False,False,False,Product Quality - size issue
TCK000000891,CUST0001647,ORD000004815,2025-11-24 06:41:21,2025-11-24 17:11:21,2025-11-27 02:11:21,web_form,Promotion,coupon not working,medium,closed,AGT054,4.0,refund issued,False,False,True,False,Promotion - coupon not working
TCK000000601,CUST0003892,ORD000011748,2025-11-24 09:52:42,2025-11-24 20:48:42,2025-11-26 10:48:42,web_form,Product Quality,size issue,medium,resolved,AGT044,3.0,coupon granted,False,False,True,False,Product Quality - size issue
TCK000001113,CUST0001104,ORD000003334,2025-11-24 20:08:17,2025-11-25 09:42:17,2025-11-30 00:42:17,social,Account,address update,low,resolved,AGT043,4.0,account reset,False,False,False,False,Account - address update
TCK000000880,CUST0000405,ORD000001246,2025-11-24 21:24:11,2025-11-24 22:31:11,2025-11-26 05:31:11,chat,Delivery,damaged parcel,high,closed,AGT003,4.0,information provided,False,False,False,False,Delivery - damaged parcel
TCK000001343,CUST0004749,ORD000014209,2025-11-25 06:00:59,2025-11-25 10:24:59,2025-11-27 01:24:59,chat,Product Quality,defective product,medium,resolved,AGT001,5.0,replacement sent,False,False,False,False,Product Quality - defective product
TCK000002350,CUST0000260,ORD000000852,2025-11-25 06:02:03,2025-11-25 08:57:03,2025-11-26 01:57:03,web_form,Payment,payment confirmation,medium,resolved,AGT048,5.0,account reset,False,False,False,False,Payment - payment confirmation
TCK000002116,CUST0000411,ORD000001266,2025-11-25 11:55:25,2025-11-25 18:16:25,2025-11-28 07:16:25,chat,Delivery,damaged parcel,medium,closed,AGT013,4.0,coupon granted,False,False,False,False,Delivery - damaged parcel
TCK000001046,CUST0002250,ORD000006756,2025-11-25 16:41:23,2025-11-26 12:48:23,2025-11-29 01:48:23,chat,Refund & Return,refund delay,low,resolved,AGT007,3.0,refund issued,False,False,False,False,Refund & Return - refund delay
TCK000000107,CUST0001145,ORD000003456,2025-11-26 04:17:19,2025-11-26 06:01:19,2025-11-27 15:01:19,web_form,Payment,payment confirmation,medium,resolved,AGT022,4.0,coupon granted,True,True,False,False,Payment - payment confirmation
TCK000001323,CUST0001563,ORD000004574,2025-11-26 11:34:21,2025-11-26 14:24:21,2025-11-27 06:24:21,email,Delivery,missing package,high,resolved,AGT050,3.0,no action required,False,False,True,False,Delivery - missing package
TCK000000729,CUST0003003,ORD000008909,2025-11-27 12:53:19,2025-11-27 16:40:19,2025-11-28 13:40:19,chat,Refund & Return,return label,high,resolved,AGT010,4.0,coupon granted,True,False,True,False,Refund & Return - return label
TCK000001684,CUST0000270,ORD000000888,2025-11-27 22:18:03,2025-11-27 22:54:03,2025-11-29 04:54:03,web_form,Product Quality,size issue,high,resolved,AGT044,5.0,partial refund,False,False,False,False,Product Quality - size issue
TCK000000089,CUST0004657,ORD000013974,2025-11-28 06:42:00,2025-11-28 08:17:00,2025-11-29 17:17:00,chat,Refund & Return,wrong item returned,high,resolved,AGT036,5.0,no action required,False,False,False,False,Refund & Return - wrong item returned
TCK000001158,CUST0004381,ORD000013128,2025-11-28 11:15:46,2025-11-29 01:12:46,2025-11-30 04:12:46,web_form,Refund & Return,exchange request,low,resolved,AGT022,3.0,technical fix deployed,True,True,False,False,Refund & Return - exchange request
TCK000001692,CUST0001319,ORD000003923,2025-11-28 12:09:13,2025-11-29 00:22:13,2025-12-01 04:22:13,web_form,Account,marketing preferences,low,resolved,AGT059,5.0,replacement sent,False,False,False,False,Account - marketing preferences
TCK000000131,CUST0003852,ORD000011603,2025-11-29 00:00:01,2025-11-29 05:50:01,2025-11-30 08:50:01,web_form,Product Quality,size issue,medium,closed,AGT056,4.0,account reset,True,False,False,False,Product Quality - size issue
TCK000001562,CUST0003562,ORD000010704,2025-11-30 17:01:40,2025-11-30 17:48:40,2025-12-01 02:48:40,chat,Refund & Return,refund delay,medium,resolved,AGT045,4.0,account reset,False,False,False,False,Refund & Return - refund delay
TCK000000123,CUST0004267,ORD000012789,2025-12-01 05:24:05,2025-12-01 14:56:05,2025-12-02 17:56:05,email,Account,loyalty points,medium,resolved,AGT037,1.0,replacement sent,False,False,True,True,Account - loyalty points
TCK000002100,CUST0000055,ORD000000214,2025-12-01 09:22:50,2025-12-01 16:05:50,2025-12-02 14:05:50,chat,Payment,duplicate charge,low,closed,AGT033,3.0,partial refund,False,False,False,False,Payment - duplicate charge
TCK000000151,CUST0004432,ORD000013284,2025-12-01 21:22:14,2025-12-02 15:52:14,2025-12-07 00:52:14,social,Delivery,missing package,low,resolved,AGT020,2.0,partial refund,False,False,False,False,Delivery - missing package
TCK000000231,CUST0004195,ORD000012553,2025-12-01 23:33:21,2025-12-02 06:32:21,2025-12-03 11:32:21,chat,Promotion,price discrepancy,low,closed,AGT016,4.0,replacement sent,False,False,False,False,Promotion - price discrepancy
